school,gender,age,address,famsize,parentstatus,motheredu,fatheredu,motherjob,fatherjob,reason,guardian,traveltime,studytime,failures,schoolsupport,famsupport,extraclasses,extracurriculars,attendednursery,wantshigheredu,internetaccess,romanticrel,famrelrating,freetimerating,gooutrating,alcweekday,alcweekend,healthrating,absences,CLASS
GP,M,16,Rural,greater_than_3,Together,higher,higher,teacher,teacher,course,mother,less_than_15min,less_than_2hr,0,no,no,yes,yes,yes,yes,yes,no,3,5,5,2,5,4,8,A
GP,F,15,Rural,greater_than_3,Together,secondary,higher,services,teacher,course,father,15_to_30min,5_to_10hr,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,C
GP,F,15,Urban,greater_than_3,Together,primary,primary,at_home,other,course,mother,30min_to_1hr,less_than_2hr,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0,F
GP,F,17,Urban,less_than_3,Together,intermediate,intermediate,other,other,course,father,less_than_15min,less_than_2hr,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,12,C
GP,F,16,Urban,greater_than_3,Apart,secondary,higher,services,other,course,father,less_than_15min,less_than_2hr,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,16,C
GP,M,15,Rural,greater_than_3,Together,secondary,higher,at_home,teacher,course,mother,greater_than_1hr,2_to_5hr,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,0,F
GP,F,15,Urban,greater_than_3,Together,higher,higher,services,at_home,course,mother,less_than_15min,5_to_10hr,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,C
GP,M,17,Rural,greater_than_3,Together,secondary,higher,at_home,other,course,mother,30min_to_1hr,2_to_5hr,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,C
GP,F,16,Urban,greater_than_3,Apart,secondary,secondary,other,other,course,other,15_to_30min,less_than_2hr,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0,F
GP,M,16,Urban,less_than_3,Together,primary,primary,services,other,course,mother,less_than_15min,2_to_5hr,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,B
GP,F,15,Urban,greater_than_3,Together,higher,higher,teacher,teacher,course,mother,15_to_30min,less_than_2hr,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,A
GP,M,15,Urban,greater_than_3,Together,higher,secondary,teacher,services,course,father,15_to_30min,greater_than_10,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,0,F
GP,M,16,Urban,less_than_3,Together,intermediate,intermediate,services,services,reputation,father,15_to_30min,less_than_2hr,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8,F
GP,F,15,Urban,greater_than_3,Together,higher,higher,teacher,services,course,mother,less_than_15min,5_to_10hr,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,F
GP,F,16,Urban,less_than_3,Together,primary,primary,at_home,at_home,course,mother,less_than_15min,less_than_2hr,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2,B
GP,M,17,Urban,greater_than_3,Together,intermediate,primary,other,other,home,mother,less_than_15min,less_than_2hr,3,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,0,F
GP,F,15,Urban,greater_than_3,Together,primary,primary,other,services,course,father,less_than_15min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,F
GP,F,15,Urban,greater_than_3,Together,secondary,intermediate,health,services,home,father,less_than_15min,2_to_5hr,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,0,F
GP,F,15,Urban,greater_than_3,Together,primary,intermediate,at_home,other,course,mother,less_than_15min,2_to_5hr,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,2,C
GP,M,16,Urban,greater_than_3,Together,higher,higher,teacher,teacher,course,mother,less_than_15min,less_than_2hr,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,0,F
GP,M,15,Urban,less_than_3,Apart,intermediate,primary,services,other,course,mother,greater_than_1hr,less_than_2hr,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,F
GP,M,18,Urban,less_than_3,Together,primary,primary,other,other,course,mother,less_than_15min,less_than_2hr,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,F
GP,M,16,Urban,less_than_3,Together,intermediate,primary,at_home,other,course,mother,less_than_15min,less_than_2hr,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,C
GP,F,15,Rural,greater_than_3,Together,secondary,secondary,services,services,reputation,other,15_to_30min,5_to_10hr,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,C
GP,M,19,Urban,greater_than_3,Together,secondary,intermediate,services,at_home,home,mother,less_than_15min,less_than_2hr,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,0,F
GP,F,17,Urban,greater_than_3,Together,higher,higher,other,teacher,course,mother,less_than_15min,less_than_2hr,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,C
GP,M,15,Rural,greater_than_3,Together,intermediate,secondary,at_home,services,course,mother,less_than_15min,2_to_5hr,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,C
GP,M,17,Rural,less_than_3,Together,primary,intermediate,other,other,reputation,mother,less_than_15min,less_than_2hr,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,A
GP,F,18,Rural,greater_than_3,Together,primary,primary,at_home,other,course,mother,30min_to_1hr,less_than_2hr,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,F
GP,M,16,Rural,greater_than_3,Together,intermediate,intermediate,at_home,other,course,mother,30min_to_1hr,less_than_2hr,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2,A
GP,M,16,Urban,greater_than_3,Together,secondary,secondary,other,services,course,father,less_than_15min,2_to_5hr,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,C
GP,M,17,Rural,less_than_3,Together,intermediate,primary,at_home,other,course,mother,15_to_30min,less_than_2hr,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,F
GP,M,15,Rural,greater_than_3,Together,secondary,intermediate,other,other,course,mother,15_to_30min,2_to_5hr,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6,F
GP,M,16,Urban,less_than_3,Together,primary,intermediate,other,other,course,mother,15_to_30min,less_than_2hr,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,0,F
GP,M,17,Urban,greater_than_3,Together,primary,secondary,at_home,services,course,father,less_than_15min,less_than_2hr,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,C
GP,M,17,Rural,less_than_3,Together,primary,primary,other,services,course,mother,greater_than_1hr,2_to_5hr,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,F
GP,M,16,Urban,greater_than_3,Together,secondary,intermediate,services,services,course,mother,15_to_30min,less_than_2hr,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,C
GP,M,16,Urban,greater_than_3,Together,intermediate,intermediate,other,other,course,father,less_than_15min,2_to_5hr,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,C
GP,F,16,Urban,greater_than_3,Together,higher,intermediate,health,services,home,father,less_than_15min,2_to_5hr,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,B
GP,F,16,Urban,greater_than_3,Together,intermediate,intermediate,other,other,home,mother,less_than_15min,2_to_5hr,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,F
GP,F,16,Urban,greater_than_3,Together,higher,higher,health,health,reputation,mother,less_than_15min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,B
GP,M,16,Urban,greater_than_3,Together,secondary,higher,other,other,course,father,30min_to_1hr,less_than_2hr,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,F
GP,M,16,Urban,greater_than_3,Together,primary,none,other,other,reputation,mother,15_to_30min,2_to_5hr,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,B
GP,M,17,Urban,less_than_3,Together,higher,higher,teacher,other,reputation,mother,less_than_15min,2_to_5hr,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,B
GP,F,16,Urban,greater_than_3,Together,primary,secondary,at_home,services,home,mother,less_than_15min,2_to_5hr,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,F
GP,F,16,Urban,less_than_3,Together,secondary,secondary,other,other,reputation,mother,15_to_30min,2_to_5hr,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,C
GP,M,17,Urban,less_than_3,Together,higher,secondary,teacher,other,course,mother,15_to_30min,2_to_5hr,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,C
GP,F,16,Urban,greater_than_3,Together,intermediate,intermediate,services,other,reputation,mother,15_to_30min,2_to_5hr,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,B
GP,M,17,Urban,greater_than_3,Together,secondary,secondary,other,other,reputation,father,less_than_15min,2_to_5hr,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,F
GP,M,16,Rural,greater_than_3,Together,higher,intermediate,teacher,services,other,mother,less_than_15min,less_than_2hr,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,C
GP,M,17,Urban,greater_than_3,Together,higher,secondary,other,other,course,mother,less_than_15min,2_to_5hr,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,C
GP,M,16,Urban,greater_than_3,Together,higher,secondary,teacher,other,home,mother,less_than_15min,2_to_5hr,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,F
GP,M,16,Urban,greater_than_3,Together,secondary,secondary,services,other,home,mother,less_than_15min,2_to_5hr,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,C
GP,F,17,Urban,greater_than_3,Together,intermediate,higher,services,services,reputation,father,less_than_15min,2_to_5hr,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,A
GP,F,17,Urban,less_than_3,Together,secondary,secondary,other,other,reputation,mother,less_than_15min,2_to_5hr,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,F
GP,F,16,Urban,greater_than_3,Together,secondary,intermediate,other,other,reputation,mother,less_than_15min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,C
GP,M,17,Urban,greater_than_3,Together,secondary,secondary,services,services,other,mother,less_than_15min,2_to_5hr,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,C
GP,M,16,Urban,greater_than_3,Together,primary,intermediate,services,services,other,mother,less_than_15min,less_than_2hr,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,C
GP,M,16,Urban,less_than_3,Together,intermediate,primary,other,other,course,mother,less_than_15min,2_to_5hr,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,B
GP,F,17,Urban,greater_than_3,Apart,secondary,secondary,health,other,reputation,mother,less_than_15min,2_to_5hr,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,F
GP,M,17,Rural,greater_than_3,Together,primary,intermediate,at_home,other,home,mother,less_than_15min,2_to_5hr,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,F
GP,F,16,Urban,greater_than_3,Together,intermediate,secondary,services,services,course,mother,less_than_15min,2_to_5hr,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,C
GP,F,17,Urban,greater_than_3,Together,primary,primary,at_home,services,course,mother,less_than_15min,2_to_5hr,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,F
GP,M,17,Urban,greater_than_3,Together,primary,intermediate,at_home,services,other,other,15_to_30min,2_to_5hr,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,F
GP,M,16,Rural,greater_than_3,Together,secondary,secondary,services,services,reputation,mother,less_than_15min,less_than_2hr,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,F
GP,M,16,Urban,greater_than_3,Together,intermediate,secondary,other,other,home,father,15_to_30min,less_than_2hr,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,B
GP,F,17,Urban,less_than_3,Together,intermediate,higher,services,services,course,father,less_than_15min,2_to_5hr,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,B
GP,M,17,Urban,greater_than_3,Together,higher,higher,services,teacher,home,mother,less_than_15min,less_than_2hr,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,A
GP,M,16,Rural,less_than_3,Together,secondary,secondary,teacher,other,home,father,30min_to_1hr,less_than_2hr,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,F
GP,F,17,Urban,greater_than_3,Together,higher,higher,services,teacher,home,mother,15_to_30min,less_than_2hr,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,A
GP,F,16,Urban,less_than_3,Together,higher,higher,teacher,teacher,reputation,mother,less_than_15min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,F
GP,F,16,Urban,greater_than_3,Together,higher,secondary,health,other,home,mother,less_than_15min,2_to_5hr,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,A
GP,F,16,Urban,greater_than_3,Together,intermediate,secondary,other,other,reputation,mother,less_than_15min,2_to_5hr,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,F
GP,F,17,Urban,greater_than_3,Together,primary,primary,other,other,course,mother,less_than_15min,2_to_5hr,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,F
GP,F,17,Rural,greater_than_3,Together,intermediate,intermediate,other,other,reputation,mother,less_than_15min,less_than_2hr,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,F
GP,F,16,Rural,greater_than_3,Together,intermediate,intermediate,services,services,reputation,mother,15_to_30min,greater_than_10,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,C
GP,F,17,Urban,greater_than_3,Together,secondary,higher,at_home,services,home,mother,less_than_15min,5_to_10hr,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,C
GP,F,16,Urban,greater_than_3,Apart,secondary,primary,services,other,course,mother,less_than_15min,2_to_5hr,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,F
GP,F,16,Urban,greater_than_3,Together,higher,secondary,teacher,other,other,mother,less_than_15min,2_to_5hr,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,C
GP,F,16,Urban,greater_than_3,Together,primary,primary,at_home,other,home,mother,15_to_30min,less_than_2hr,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,F
GP,F,17,Rural,greater_than_3,Together,higher,secondary,teacher,other,reputation,mother,15_to_30min,5_to_10hr,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,F
GP,F,19,Urban,greater_than_3,Together,secondary,secondary,other,other,reputation,other,less_than_15min,greater_than_10,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,F
GP,M,17,Urban,less_than_3,Together,higher,higher,services,other,home,mother,less_than_15min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,C
GP,F,16,Urban,greater_than_3,Apart,intermediate,intermediate,other,other,reputation,mother,less_than_15min,2_to_5hr,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,C
GP,M,18,Urban,greater_than_3,Together,intermediate,intermediate,services,other,home,mother,less_than_15min,2_to_5hr,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,F
GP,F,17,Rural,less_than_3,Together,higher,higher,services,other,other,mother,less_than_15min,less_than_2hr,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,F
GP,F,17,Urban,less_than_3,Together,secondary,intermediate,other,other,reputation,mother,15_to_30min,2_to_5hr,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,B
GP,F,17,Urban,greater_than_3,Together,higher,secondary,other,other,reputation,mother,less_than_15min,2_to_5hr,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,F
GP,M,18,Urban,less_than_3,Together,secondary,secondary,services,health,home,father,less_than_15min,2_to_5hr,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,F
GP,F,17,Urban,greater_than_3,Together,intermediate,secondary,at_home,other,home,father,15_to_30min,less_than_2hr,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,F
GP,F,17,Urban,greater_than_3,Together,intermediate,intermediate,at_home,at_home,course,mother,less_than_15min,5_to_10hr,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,F
GP,F,17,Rural,greater_than_3,Together,intermediate,primary,at_home,services,reputation,mother,15_to_30min,2_to_5hr,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,F
GP,F,17,Urban,greater_than_3,Together,primary,primary,at_home,other,reputation,mother,less_than_15min,5_to_10hr,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,F
GP,F,16,Urban,greater_than_3,Together,intermediate,secondary,services,teacher,other,mother,less_than_15min,2_to_5hr,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,A
GP,M,18,Urban,greater_than_3,Together,intermediate,intermediate,other,other,home,mother,15_to_30min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,C
GP,F,16,Urban,greater_than_3,Together,higher,higher,teacher,services,home,mother,less_than_15min,5_to_10hr,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,B
GP,F,18,Rural,greater_than_3,Together,secondary,primary,other,other,reputation,mother,less_than_15min,2_to_5hr,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,F
GP,F,17,Urban,greater_than_3,Together,secondary,intermediate,other,other,course,mother,less_than_15min,2_to_5hr,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,A
GP,M,17,Urban,less_than_3,Together,intermediate,secondary,services,services,reputation,father,less_than_15min,2_to_5hr,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,C
GP,M,18,Urban,less_than_3,Together,intermediate,primary,at_home,other,course,mother,greater_than_1hr,2_to_5hr,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,C
GP,F,17,Urban,greater_than_3,Apart,intermediate,primary,other,other,course,mother,15_to_30min,5_to_10hr,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,C
GP,F,17,Urban,less_than_3,Together,higher,secondary,health,other,reputation,father,less_than_15min,2_to_5hr,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,B
GP,M,17,Rural,greater_than_3,Together,intermediate,intermediate,other,other,course,father,15_to_30min,2_to_5hr,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,C
GP,M,17,Urban,greater_than_3,Together,higher,higher,teacher,teacher,reputation,mother,less_than_15min,2_to_5hr,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,C
GP,M,16,Urban,greater_than_3,Together,higher,higher,health,other,reputation,father,less_than_15min,2_to_5hr,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,B
GP,M,16,Urban,less_than_3,Together,primary,primary,other,other,home,mother,15_to_30min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,F
GP,M,16,Urban,greater_than_3,Together,secondary,intermediate,at_home,other,reputation,mother,15_to_30min,5_to_10hr,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,C
GP,M,17,Urban,less_than_3,Together,intermediate,intermediate,other,other,home,father,less_than_15min,2_to_5hr,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,B
GP,F,16,Urban,greater_than_3,Together,intermediate,primary,other,other,home,mother,less_than_15min,less_than_2hr,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,B
GP,F,17,Rural,greater_than_3,Together,intermediate,primary,at_home,services,course,mother,30min_to_1hr,2_to_5hr,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,B
GP,M,18,Urban,greater_than_3,Together,intermediate,intermediate,other,services,reputation,father,less_than_15min,2_to_5hr,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,F
GP,M,17,Urban,less_than_3,Together,higher,secondary,health,other,course,mother,15_to_30min,2_to_5hr,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,C
GP,M,17,Rural,less_than_3,Apart,higher,higher,teacher,other,course,mother,15_to_30min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,C
GP,M,16,Urban,less_than_3,Together,higher,secondary,teacher,other,course,mother,less_than_15min,less_than_2hr,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,F
GP,M,16,Urban,greater_than_3,Together,higher,higher,services,services,course,mother,less_than_15min,less_than_2hr,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,B
GP,F,18,Urban,greater_than_3,Together,intermediate,primary,other,other,course,other,15_to_30min,5_to_10hr,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,F
GP,M,16,Urban,greater_than_3,Together,intermediate,primary,other,other,course,mother,30min_to_1hr,less_than_2hr,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,A
GP,M,17,Urban,greater_than_3,Together,intermediate,secondary,other,other,course,father,15_to_30min,less_than_2hr,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,C
GP,M,22,Urban,greater_than_3,Together,secondary,primary,services,services,other,mother,less_than_15min,less_than_2hr,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,F
GP,M,18,Rural,less_than_3,Together,secondary,secondary,other,services,course,mother,less_than_15min,2_to_5hr,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,F
GP,M,16,Urban,greater_than_3,Together,none,intermediate,other,other,other,mother,less_than_15min,less_than_2hr,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,B
GP,M,18,Urban,greater_than_3,Together,secondary,intermediate,services,other,course,mother,15_to_30min,less_than_2hr,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,F
GP,M,16,Urban,greater_than_3,Together,secondary,secondary,at_home,other,reputation,other,30min_to_1hr,2_to_5hr,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,F
GP,M,18,Urban,greater_than_3,Together,intermediate,primary,services,services,other,mother,less_than_15min,less_than_2hr,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,F
GP,M,16,Rural,greater_than_3,Together,intermediate,primary,other,other,course,mother,15_to_30min,less_than_2hr,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,F
GP,M,17,Rural,greater_than_3,Together,intermediate,primary,other,other,course,mother,less_than_15min,less_than_2hr,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,F
GP,M,17,Urban,less_than_3,Together,primary,primary,health,other,course,mother,15_to_30min,less_than_2hr,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,F
GP,F,17,Urban,less_than_3,Together,higher,intermediate,teacher,services,reputation,mother,less_than_15min,greater_than_10,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,B
GP,M,19,Urban,less_than_3,Apart,higher,secondary,services,at_home,reputation,mother,less_than_15min,2_to_5hr,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,C
GP,M,18,Urban,greater_than_3,Together,intermediate,primary,other,other,home,mother,less_than_15min,2_to_5hr,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,B
GP,F,17,Urban,less_than_3,Together,intermediate,intermediate,services,services,course,father,less_than_15min,greater_than_10,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,C
GP,F,18,Urban,greater_than_3,Together,higher,secondary,services,other,home,father,less_than_15min,2_to_5hr,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,A
